"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
1.2755,1.287e+07,0.92921,1.4184,-5.2304,0,0.81876,0.25361,0,1.6762,0,0.99194,-1.058,2.611,0,7.422,0,0.62148,0.64006,0.0037585,0,0.63536,0,0.63745,1.0258,1,0.01
1.3001,1.2951e+07,0.91687,1.3799,-5.1686,0,0.84628,0.23282,0,1.6968,0,0.99045,-0.65025,2.4166,0,7.7391,0,0.72833,0.65285,0.0044283,0,0.6471,0,0.6497,1.0239,1,0.01
1.3333,1.304e+07,0.90029,1.3353,-5.1184,0,0.87509,0.21041,0,1.7289,0,0.98463,-0.18671,2.2117,0,8.2128,0,0.83384,0.66992,0.0053887,0,0.66303,0,0.66618,1.0219,1,0.01
1.3714,1.3119e+07,0.88123,1.2909,-5.0871,0,0.89755,0.18486,0,1.7705,0,0.97371,0.23643,1.9799,0,8.8069,0,0.91257,0.68938,0.0065726,0,0.68144,0,0.68511,1.02,1,0.01
1.4053,1.3172e+07,0.86429,1.2559,-5.0743,0,0.90899,0.15666,0,1.81,0,0.96109,0.52506,1.7216,0,9.3603,0,0.95293,0.70656,0.0077555,0,0.69784,0,0.70191,1.019,1,0.01
1.4375,1.3218e+07,0.84817,1.2259,-5.0725,0,0.9128,0.12039,0,1.8492,0,0.94736,0.72653,1.3846,0,9.9017,0,0.9733,0.72279,0.0090427,0,0.71339,0,0.71785,1.018,1,0.01
1.4748,1.3263e+07,0.82956,1.1946,-5.0803,0,0.91279,0.071903,0,1.894,0,0.92948,0.91193,0.9312,0,10.521,0,0.97533,0.74137,0.010612,0,0.73124,0,0.7362,1.017,1,0.01
1.518,1.3305e+07,0.80794,1.1625,-5.0988,0,0.91058,0.0080614,0,1.9427,0,0.90647,1.1013,0.32982,0,11.202,0,0.95355,0.76276,0.012462,0,0.75175,0,0.75742,1.016,1,0.01
1.5687,1.3343e+07,0.78258,1.1298,-5.1275,0,0.90458,-0.076646,0,1.9966,0,0.87704,1.2842,-0.47444,0,11.96,0,0.90127,0.78758,0.014599,0,0.7754,0,0.7822,1.015,1,0.01
1.6291,1.3377e+07,0.7524,1.0972,-5.1643,0,0.8938,-0.18222,0,2.0582,0,0.83822,1.4604,-1.4812,0,12.826,0,0.79945,0.81687,0.017046,0,0.80298,0,0.81161,1.014,1,0.01
1.702,1.3407e+07,0.71593,1.065,-5.2044,0,0.87411,-0.30721,0,2.133,0,0.78649,1.604,-2.6758,0,13.862,0,0.62889,0.85213,0.019805,0,0.83566,0,0.84718,1.013,1,0.01
1.7909,1.343e+07,0.67151,1.0334,-5.2397,0,0.84323,-0.44845,0,2.2239,0,0.72074,1.7121,-4.0297,0,15.113,0,0.39848,0.89519,0.022725,0,0.87498,0,0.89075,1.012,1,0.01
1.8986,1.3449e+07,0.61766,1.0022,-5.2584,0,0.80137,-0.59409,0,2.3267,0,0.6435,1.8088,-5.437,0,16.562,0,0.15296,0.94787,0.025178,0,0.92288,0,0.94401,1.011,1,0.01
2.0259,1.3483e+07,0.55401,0.97107,-5.2451,0,0.75285,-0.70764,0,2.4183,0,0.5689,1.9525,-6.5666,0,18.019,0,0.041279,1.0111,0.025468,0,0.98181,0,1.0076,1.01,1,0.01
2.1687,1.3528e+07,0.48258,0.93897,-5.1815,0,0.69986,-0.76297,0,2.4736,0,0.50948,2.1603,-7.2005,0,19.258,0,0.16985,1.0838,0.021435,0,1.0518,0,1.0794,1.009,1,0.01
2.3176,1.3549e+07,0.40815,0.90462,-5.0482,0,0.62,-0.78808,0,2.479,0,0.43194,2.1614,-7.6355,0,20.125,0,0.15929,1.161,0.012236,0,1.1297,0,1.1549,1.008,1,0.01
2.4611,1.3544e+07,0.33641,0.86628,-4.8271,0,0.52196,-0.7873,0,2.397,0,0.3339,1.9814,-7.9279,0,20.227,0,-0.075329,1.2368,-0.0027715,0,1.2117,0,1.228,1.007,1,0.01
2.5888,1.354e+07,0.27254,0.82182,-4.5029,0,0.44113,-0.74329,0,2.2155,0,0.25211,1.9182,-7.9034,0,19.389,0,-0.23047,1.306,-0.023554,0,1.2924,0,1.2931,1.006,1,0.01
2.6933,1.3497e+07,0.22028,0.76866,-4.0645,0,0.38378,-0.67874,0,1.9869,0,0.19361,1.996,-7.7555,0,18.022,0,-0.28208,1.3647,-0.048435,0,1.3645,0,1.3459,1.005,1,0.01
2.772,1.3377e+07,0.18097,0.70354,-3.5071,0,0.35396,-0.62592,0,1.7689,0,0.15625,2.2709,-7.7845,0,16.639,0,-0.25633,1.413,-0.076289,0,1.424,0,1.3855,1.004,1,0.01
2.8255,1.3284e+07,0.15419,0.62179,-2.8339,0,0.35688,-0.60128,0,1.5889,0,0.1343,2.8269,-8.1436,0,15.499,0,-0.19628,1.4528,-0.10656,0,1.4704,0,1.4129,1.003,1,0.01
2.8579,1.2401e+07,0.13799,0.51943,-2.0565,0,0.39411,-0.60578,0,1.4432,0,0.12282,3.7638,-8.8078,0,14.498,0,-0.13433,1.4891,-0.13753,0,1.5013,0,1.4298,1.002,1,0.01
2.8749,1.0608e+07,0.1295,0.38155,-1.1951,0,0.47594,-0.63221,0,1.2957,0,0.11684,5.4004,-9.719,0,13.222,0,-0.088642,1.5343,-0.16988,0,1.5155,0,1.4393,1.001,1,0.01
2.8571,1.5335e+07,0.13838,0.6806,-1.3877,0,0.67002,-0.76382,0,1.2015,0,0.12598,7.7392,-10.664,0,11.582,0,-0.074548,1.5497,-0.15131,0,1.4762,0,1.431,1.001,1.001,0.01
2.8495,1.4155e+07,0.14219,0.83323,-2.1787,0,0.53585,-0.7258,0,1.357,0,0.12643,5.4812,-9.9679,0,13.473,0,-0.12209,1.502,-0.13553,0,1.4911,0,1.4265,1.002,1.001,0.01
2.8219,1.4246e+07,0.15598,0.93429,-2.923,0,0.47178,-0.71445,0,1.5106,0,0.13578,4.1224,-9.2864,0,14.791,0,-0.1838,1.4592,-0.10713,0,1.4732,0,1.4119,1.003,1.001,0.01
2.769,1.3928e+07,0.18243,1.0067,-3.5749,0,0.45406,-0.73695,0,1.7073,0,0.15817,3.3075,-8.8995,0,16.195,0,-0.23709,1.4141,-0.076531,0,1.4319,0,1.3848,1.004,1.001,0.01
2.6887,1.3833e+07,0.2226,1.0573,-4.1166,0,0.47835,-0.78967,0,1.9397,0,0.19755,2.8955,-8.8517,0,17.753,0,-0.25406,1.3613,-0.04778,0,1.3735,0,1.3442,1.005,1.001,0.01
2.5816,1.3778e+07,0.27615,1.0925,-4.5433,0,0.53219,-0.85103,0,2.1782,0,0.25911,2.719,-8.9518,0,19.225,0,-0.18813,1.2987,-0.022105,0,1.3011,0,1.2899,1.006,1.001,0.01
2.451,1.3724e+07,0.34143,1.117,-4.8593,0,0.60725,-0.88506,0,2.3635,0,0.34398,2.6803,-8.8651,0,20.091,0,-0.015586,1.2266,-0.00075973,0,1.2191,0,1.2235,1.007,1.001,0.01
2.3053,1.3688e+07,0.4143,1.1346,-5.075,0,0.69351,-0.87232,0,2.4466,0,0.44122,2.7194,-8.4358,0,19.972,0,0.19929,1.149,0.01434,0,1.1352,0,1.1492,1.008,1.001,0.01
2.1553,1.3635e+07,0.48929,1.1484,-5.2053,0,0.75895,-0.83646,0,2.4448,0,0.51488,2.5777,-7.9023,0,19.097,0,0.16487,1.0717,0.02309,0,1.0548,0,1.0731,1.009,1.001,0.01
2.0126,1.3571e+07,0.56063,1.1609,-5.2679,0,0.80023,-0.76872,0,2.3944,0,0.57497,2.2711,-7.1567,0,17.872,0,0.043245,1.0001,0.026498,0,0.98309,0,1.0013,1.01,1.001,0.01
1.8862,1.3528e+07,0.62385,1.174,-5.2816,0,0.83588,-0.64114,0,2.3097,0,0.65286,2.0185,-5.8943,0,16.46,0,0.19176,0.93801,0.025836,0,0.92325,0,0.93818,1.011,1.001,0.01
1.7795,1.3498e+07,0.67719,1.1892,-5.264,0,0.86395,-0.48676,0,2.2155,0,0.73077,1.8026,-4.4025,0,15.077,0,0.44835,0.88651,0.023239,0,0.8745,0,0.88538,1.012,1.001,0.01
1.6916,1.3466e+07,0.72114,1.207,-5.2303,0,0.8827,-0.33894,0,2.1319,0,0.79507,1.5891,-2.9835,0,13.88,0,0.66824,0.84448,0.020284,0,0.83449,0,0.84225,1.013,1.001,0.01
1.6195,1.343e+07,0.7572,1.2274,-5.1916,0,0.89314,-0.20848,0,2.062,0,0.84457,1.3663,-1.7343,0,12.878,0,0.81993,0.8101,0.017519,0,0.80132,0,0.80706,1.014,1.001,0.01
1.5599,1.3391e+07,0.78702,1.2502,-5.1559,0,0.89831,-0.099675,0,2.0029,0,0.88172,1.1451,-0.6954,0,12.028,0,0.90785,0.78154,0.015065,0,0.7734,0,0.77797,1.015,1.001,0.01
1.5098,1.3349e+07,0.81205,1.2747,-5.1277,0,0.90073,-0.013511,0,1.9504,0,0.91015,0.93546,0.12334,0,11.275,0,0.95235,0.75733,0.012923,0,0.74952,0,0.75346,1.016,1.001,0.01
1.4672,1.3302e+07,0.83334,1.3001,-5.1092,0,0.89986,0.049993,0,1.9029,0,0.93266,0.72315,0.72119,0,10.602,0,0.97149,0.73651,0.011066,0,0.72891,0,0.73252,1.017,1.001,0.01
1.4306,1.3252e+07,0.85162,1.3259,-5.1008,0,0.89725,0.098119,0,1.8594,0,0.95008,0.51875,1.1708,0,9.9927,0,0.96768,0.71845,0.0094836,0,0.71109,0,0.71448,1.018,1.001,0.01
1.3991,1.3199e+07,0.8674,1.3514,-5.1017,0,0.8896,0.13196,0,1.8224,0,0.96353,0.28541,1.4831,0,9.4715,0,0.94746,0.70271,0.0081786,0,0.69565,0,0.69886,1.019,1.001,0.01
1.3661,1.3148e+07,0.88392,1.3818,-5.113,0,0.87565,0.15877,0,1.7844,0,0.97562,-0.021107,1.7269,0,8.9332,0,0.90575,0.68611,0.0069657,0,0.67949,0,0.68247,1.02,1.001,0.01
1.329,1.3072e+07,0.90244,1.4215,-5.142,0,0.85538,0.18853,0,1.7417,0,0.98549,-0.41394,1.9998,0,8.3302,0,0.82167,0.66734,0.0057345,0,0.66142,0,0.66407,1.0219,1.001,0.01
1.2969,1.298e+07,0.91851,1.4622,-5.1892,0,0.82682,0.21333,0,1.7104,0,0.99055,-0.86729,2.2276,0,7.8667,0,0.71359,0.65091,0.0047194,0,0.64586,0,0.6481,1.0239,1.001,0.01
1.2731,1.2897e+07,0.93041,1.4978,-5.2482,0,0.79932,0.23543,0,1.6908,0,0.99163,-1.2691,2.4341,0,7.5618,0,0.60677,0.63862,0.0040003,0,0.63445,0,0.63627,1.0258,1.001,0.01
1.2558,1.2812e+07,0.93905,1.5283,-5.3154,0,0.76303,0.24521,0,1.6887,0,0.98969,-1.7264,2.5218,0,7.4637,0,0.5018,0.62959,0.0034962,0,0.62626,0,0.62767,1.0277,1.001,0.01
1.244,1.2733e+07,0.94497,1.5539,-5.3877,0,0.7243,0.24238,0,1.7016,0,0.98653,-2.1804,2.4865,0,7.5412,0,0.41161,0.62329,0.0031454,0,0.62076,0,0.62178,1.0297,1.001,0.01
1.2368,1.2666e+07,0.94853,1.5752,-5.4629,0,0.70118,0.24087,0,1.7142,0,0.98397,-2.4535,2.4664,0,7.6397,0,0.3511,0.61941,0.0028948,0,0.61759,0,0.61825,1.0316,1.001,0.01
1.2336,1.2604e+07,0.95016,1.5928,-5.5397,0,0.67849,0.24165,0,1.7332,0,0.98057,-2.7019,2.4701,0,7.8199,0,0.30127,0.61752,0.0026855,0,0.61629,0,0.61665,1.0335,1.001,0.01
1.2329,1.2542e+07,0.9505,1.6077,-5.6183,0,0.64774,0.24627,0,1.7667,0,0.97523,-3.0166,2.5123,0,8.1561,0,0.24467,0.61699,0.0024921,0,0.61618,0,0.61632,1.0355,1.001,0.01
1.2339,1.2481e+07,0.94999,1.6208,-5.699,0,0.6161,0.25028,0,1.8091,0,0.96899,-3.3306,2.5486,0,8.5875,0,0.18697,0.61735,0.0022987,0,0.6168,0,0.61681,1.0374,1.001,0.01
1.2371,1.2423e+07,0.94838,1.6331,-5.7821,0,0.5885,0.24985,0,1.8537,0,0.96333,-3.5921,2.5401,0,9.0498,0,0.14595,0.61888,0.002086,0,0.61844,0,0.61838,1.0394,1.001,0.01
1.2427,1.2367e+07,0.94558,1.6453,-5.8678,0,0.56329,0.24555,0,1.902,0,0.95812,-3.8167,2.4924,0,9.5594,0,0.12112,0.62167,0.0018537,0,0.62119,0,0.62115,1.0413,1.001,0.01
1.25,1.2312e+07,0.94194,1.658,-5.9567,0,0.5393,0.23854,0,1.9552,0,0.95247,-4.0197,2.4172,0,10.125,0,0.099819,0.62533,0.0015968,0,0.62467,0,0.62473,1.0432,1.001,0.01
1.2588,1.2259e+07,0.93752,1.6718,-6.0494,0,0.5162,0.22939,0,2.0131,0,0.94673,-4.2052,2.3199,0,10.743,0,0.08511,0.62981,0.0013062,0,0.62882,0,0.62907,1.0452,1.001,0.01
1.2696,1.2207e+07,0.93214,1.6872,-6.1467,0,0.49375,0.21835,0,2.0792,0,0.94152,-4.3738,2.2028,0,11.451,0,0.084865,0.6353,0.00097404,0,0.63384,0,0.63436,1.0471,1.001,0.01
1.2829,1.2157e+07,0.92552,1.7046,-6.2499,0,0.47106,0.2054,0,2.1558,0,0.93436,-4.5317,2.0658,0,12.273,0,0.077294,0.64206,0.00059852,0,0.64,0,0.64087,1.049,1.001,0.01
1.2995,1.2108e+07,0.9172,1.7242,-6.3597,0,0.44801,0.19076,0,2.242,0,0.92617,-4.6761,1.9112,0,13.207,0,0.075896,0.65052,0.00018581,0,0.64776,0,0.64905,1.051,1.001,0.01
1.3209,1.2061e+07,0.90651,1.7459,-6.4769,0,0.42439,0.17415,0,2.3452,0,0.91895,-4.8026,1.7364,0,14.334,0,0.10762,0.66135,-0.00024932,0,0.65784,0,0.6596,1.0529,1.001,0.01
1.3489,1.2016e+07,0.89248,1.7695,-6.6015,0,0.39887,0.15431,0,2.4792,0,0.90876,-4.9156,1.5295,0,15.801,0,0.14286,0.67547,-0.00067891,0,0.67121,0,0.67347,1.0548,1.001,0.01
1.3861,1.1971e+07,0.87387,1.7941,-6.7324,0,0.37019,0.13217,0,2.6413,0,0.88914,-5.0161,1.3005,0,17.596,0,0.12967,0.69409,-0.0010522,0,0.68923,0,0.69192,1.0568,1.001,0.01
1.436,1.1930e+07,0.84897,1.8184,-6.8668,0,0.34013,0.10878,0,2.8303,0,0.86784,-5.0706,1.0619,0,19.729,0,0.16297,0.71885,-0.0012901,0,0.71382,0,0.71669,1.0587,1.001,0.01
1.5032,1.1896e+07,0.81533,1.8404,-6.9999,0,0.3105,0.079845,0,3.0722,0,0.85131,-5.0387,0.77285,0,22.49,0,0.3322,0.75208,-0.0012776,0,0.74775,0,0.75024,1.0606,1.001,0.01
1.5942,1.1867e+07,0.76985,1.8575,-7.1238,0,0.27868,0.040888,0,3.3924,0,0.821,-4.918,0.39183,0,26.18,0,0.48437,0.79677,-0.00085112,0,0.7949,0,0.79574,1.0626,1.001,0.01
1.715,1.1837e+07,0.70946,1.8662,-7.227,0,0.24032,-0.012092,0,3.7419,0,0.74487,-4.725,-0.11703,0,30.37,0,0.33082,0.85579,0.00019416,0,0.8599,0,0.85632,1.0645,1.001,0.01
1.8684,1.1807e+07,0.63274,1.8625,-7.2944,0,0.19922,-0.076942,0,4.0026,0,0.62687,-4.4113,-0.72827,0,33.934,0,-0.075771,0.93039,0.002055,0,0.94611,0,0.93335,1.0665,1.001,0.01
2.0502,1.1796e+07,0.54183,1.8421,-7.3078,0,0.17026,-0.12886,0,4.1014,0,0.52876,-3.8508,-1.1879,0,36.153,0,-0.13592,1.0183,0.0050261,0,1.0531,0,1.0249,1.0684,1.001,0.01
2.2444,1.1815e+07,0.44472,1.8009,-7.2486,0,0.15467,-0.15875,0,4.0641,0,0.46748,-3.1092,-1.4019,0,37.229,0,0.24398,1.1118,0.0092719,0,1.1741,0,1.123,1.0703,1.001,0.01
2.4255,1.1825e+07,0.35419,1.7357,-7.0993,0,0.13951,-0.17851,0,3.826,0,0.39554,-2.4424,-1.4878,0,36.291,0,0.44761,1.198,0.014862,0,1.2915,0,1.2145,1.0723,1.001,0.01
2.572,1.1808e+07,0.28095,1.6443,-6.8442,0,0.12255,-0.18164,0,3.3416,0,0.30747,-1.9759,-1.3742,0,32.559,0,0.29807,1.2664,0.022107,0,1.3837,0,1.2876,1.0742,1.001,0.01
2.6772,1.1795e+07,0.22836,1.5259,-6.4728,0,0.1087,-0.16429,0,2.802,0,0.23737,-1.685,-1.025,0,27.863,0,0.11035,1.3142,0.030892,0,1.445,0,1.3396,1.0761,1.001,0.01
2.7461,1.1762e+07,0.19391,1.382,-5.982,0,0.098548,-0.13653,0,2.3703,0,0.19453,-1.5299,-0.55603,0,23.969,0,0.015365,1.3442,0.040461,0,1.4834,0,1.3735,1.0781,1.001,0.01
2.7845,1.1773e+07,0.1747,1.237,-5.4532,0,0.091524,-0.11051,0,2.0997,0,0.17188,-1.4739,-0.12692,0,21.51,0,-0.025061,1.3601,0.04891,0,1.5053,0,1.3924,1.08,1.001,0.01
2.802,1.1805e+07,0.16594,1.1236,-5.0177,0,0.0874,-0.092895,0,1.9685,0,0.16182,-1.466,0.16191,0,20.336,0,-0.040101,1.367,0.054543,0,1.5166,0,1.4011,1.081,1.001,0.01
2.8114,1.1788e+07,0.16126,1.0272,-4.6358,0,0.08459,-0.080143,0,1.8981,0,0.15642,-1.4712,0.36478,0,19.73,0,-0.047752,1.3705,0.058312,0,1.5238,0,1.4057,1.082,1.001,0.01
2.8168,1.1779e+07,0.15857,0.92796,-4.2343,0,0.082297,-0.068021,0,1.8593,0,0.15314,-1.4836,0.54351,0,19.428,0,-0.052974,1.3723,0.061188,0,1.5295,0,1.4084,1.083,1.001,0.01
2.8183,1.1771e+07,0.15779,0.82704,-3.8188,0,0.080852,-0.059264,0,1.8485,0,0.1517,-1.4979,0.66731,0,19.378,0,-0.059002,1.3727,0.063,0,1.5328,0,1.4092,1.084,1.001,0.01
2.8161,1.176e+07,0.15888,0.72581,-3.3958,0,0.08028,-0.054157,0,1.8612,0,0.15178,-1.5116,0.73162,0,19.522,0,-0.068253,1.3718,0.063662,0,1.5331,0,1.4082,1.085,1.001,0.01
2.8095,1.1749e+07,0.16218,0.62575,-2.972,0,0.080366,-0.048361,0,1.9034,0,0.15365,-1.5295,0.78077,0,19.934,0,-0.08093,1.3692,0.063221,0,1.5309,0,1.405,1.086,1.001,0.01
2.7974,1.1741e+07,0.16826,0.52849,-2.5548,0,0.081428,-0.041189,0,1.982,0,0.15804,-1.5537,0.82073,0,20.675,0,-0.095978,1.3644,0.061634,0,1.5256,0,1.399,1.087,1.001,0.01
2.7786,1.1733e+07,0.17763,0.43572,-2.1518,0,0.083954,-0.031838,0,2.0955,0,0.16576,-1.5838,0.8599,0,21.712,0,-0.10987,1.357,0.058917,0,1.516,0,1.3898,1.088,1.001,0.01
2.7517,1.1727e+07,0.1911,0.34915,-1.7706,0,0.088634,-0.018035,0,2.2431,0,0.17801,-1.6207,0.92339,0,23.012,0,-0.11836,1.346,0.055191,0,1.5006,0,1.3765,1.089,1.001,0.01
2.7147,1.1724e+07,0.20958,0.2704,-1.4184,0,0.096653,0.0032756,0,2.4232,0,0.19646,-1.6625,1.045,0,24.538,0,-0.11398,1.3307,0.050614,0,1.4776,0,1.3582,1.09,1.001,0.01
2.6661,1.1727e+07,0.23388,0.2009,-1.1013,0,0.10988,0.035115,0,2.6283,0,0.22305,-1.7003,1.2584,0,26.189,0,-0.086097,1.31,0.045366,0,1.4454,0,1.3342,1.091,1.001,0.01
2.605,1.1739e+07,0.26445,0.14174,-0.82449,0,0.13092,0.079417,0,2.8429,0,0.25959,-1.7156,1.5862,0,27.789,0,-0.022367,1.2835,0.039605,0,1.4028,0,1.3038,1.092,1.001,0.01
2.5319,1.176e+07,0.301,0.093594,-0.5908,0,0.16268,0.13557,0,3.0438,0,0.30712,-1.6816,2.0247,0,29.112,0,0.088148,1.251,0.033458,0,1.3502,0,1.2673,1.093,1.001,0.01
2.4494,1.1792e+07,0.34222,0.056527,-0.401,0,0.20734,0.19915,0,3.2054,0,0.365,-1.5698,2.5329,0,29.939,0,0.2503,1.2137,0.02708,0,1.2902,0,1.2258,1.094,1.001,0.01
2.3625,1.1834e+07,0.38568,0.029996,-0.25347,0,0.2648,0.26203,0,3.308,0,0.43029,-1.3636,3.0349,0,30.147,0,0.45837,1.1735,0.020737,0,1.2275,0,1.1819,1.095,1.001,0.01
2.2778,1.188e+07,0.42807,0.012838,-0.14458,0,0.33126,0.31455,0,3.3465,0,0.49772,-1.0725,3.4413,0,29.765,0,0.69417,1.1337,0.014805,0,1.168,0,1.1388,1.096,1.001,0.01
2.2024,1.1928e+07,0.46576,0.0033965,-0.069442,0,0.3989,0.34911,0,3.333,0,0.56045,-0.73969,3.6836,0,28.989,0,0.92851,1.0976,0.009639,0,1.1171,0,1.1003,1.097,1.001,0.01
2.143,1.1978e+07,0.49544,-0.00032996,-0.022928,0,0.45751,0.36381,0,3.2926,0,0.61161,-0.43232,3.7459,0,28.109,0,1.1291,1.0688,0.0054048,0,1.0785,0,1.0699,1.098,1.001,0.01
2.1049,1.198e+07,0.51448,-0.00074828,-0.0007074,0,0.49729,0.36396,0,3.2536,0,0.64531,-0.21878,3.6809,0,27.426,0,1.2656,1.0501,0.0020747,0,1.0543,0,1.0503,1.099,1.001,0.01
2.0918,1.1955e+07,0.52106,0,0,0,0.51134,0.36153,0,3.2377,0,0.65712,-0.14336,3.6276,0,27.169,0,1.314,1.0436,0.00062468,0,1.0461,0,1.0436,1.1,1.001,0.01
2.8464,1.538e+07,0.14373,0.98108,-1.5976,0,0.81427,-0.8386,0,1.1145,0,0.1305,9.477,-11.213,0,10.278,0,-0.085067,1.5618,-0.1414,0,1.4518,0,1.4256,1.001,1.002,0.01
2.839,1.4889e+07,0.14746,1.1582,-2.3159,0,0.68793,-0.82015,0,1.2583,0,0.13096,7.3189,-10.817,0,12.124,0,-0.12554,1.5152,-0.1308,0,1.4703,0,1.4215,1.002,1.002,0.01
2.8116,1.4665e+07,0.16116,1.2686,-3.0098,0,0.61551,-0.81979,0,1.4201,0,0.14037,5.7443,-10.327,0,13.736,0,-0.18066,1.4658,-0.1065,0,1.4632,0,1.4071,1.003,1.002,0.01
2.7572,1.431e+07,0.18837,1.3346,-3.63,0,0.58686,-0.84959,0,1.6366,0,0.16448,4.6733,-10.04,0,15.506,0,-0.22373,1.413,-0.077216,0,1.4298,0,1.3793,1.004,1.002,0.01
2.6738,1.4128e+07,0.23004,1.3701,-4.1505,0,0.60566,-0.90692,0,1.8834,0,0.20683,4.0934,-10.035,0,17.307,0,-0.22457,1.3538,-0.048349,0,1.3756,0,1.3373,1.005,1.002,0.01
2.5637,1.4001e+07,0.2851,1.3854,-4.5627,0,0.65375,-0.96548,0,2.1286,0,0.27215,3.7761,-10.096,0,18.882,0,-0.13818,1.2863,-0.022078,0,1.3042,0,1.2814,1.006,1.002,0.01
2.431,1.3902e+07,0.35145,1.3876,-4.8692,0,0.71888,-0.98623,0,2.3134,0,0.36037,3.5965,-9.8714,0,19.735,0,0.056738,1.2116,-0.00049014,0,1.2213,0,1.2139,1.007,1.002,0.01
2.2843,1.3827e+07,0.42481,1.382,-5.0795,0,0.78823,-0.95865,0,2.3947,0,0.45466,3.4567,-9.2947,0,19.57,0,0.23831,1.1333,0.014558,0,1.1358,0,1.1391,1.008,1.002,0.01
2.1346,1.3742e+07,0.49966,1.3731,-5.2077,0,0.83616,-0.91321,0,2.396,0,0.52248,3.1458,-8.6678,0,18.703,0,0.14703,1.0563,0.023186,0,1.0544,0,1.0632,1.009,1.002,0.01
1.9934,1.3662e+07,0.57026,1.3642,-5.2708,0,0.85597,-0.82519,0,2.3573,0,0.583,2.6432,-7.7237,0,17.577,0,0.036088,0.986,0.026383,0,0.98208,0,0.99212,1.01,1.002,0.01
1.869,1.3608e+07,0.63244,1.3578,-5.2868,0,0.86964,-0.67692,0,2.2862,0,0.66317,2.195,-6.2553,0,16.281,0,0.21714,0.92566,0.025672,0,0.92174,0,0.93,1.011,1.002,0.01
1.7645,1.3567e+07,0.68471,1.3556,-5.2726,0,0.88491,-0.5163,0,2.2011,0,0.74064,1.8753,-4.7,0,14.969,0,0.47957,0.87591,0.023134,0,0.87258,0,0.87825,1.012,1.002,0.01
1.6785,1.3525e+07,0.72771,1.3583,-5.2426,0,0.89368,-0.36558,0,2.1238,0,0.80376,1.5831,-3.2504,0,13.821,0,0.69651,0.83541,0.020258,0,0.83232,0,0.83604,1.013,1.002,0.01
1.6079,1.3483e+07,0.76299,1.366,-5.2075,0,0.89619,-0.23341,0,2.0587,0,0.8516,1.298,-1.9824,0,12.856,0,0.83827,0.80226,0.01758,0,0.79897,0,0.80157,1.014,1.002,0.01
1.5495,1.3438e+07,0.7922,1.378,-5.1747,0,0.89544,-0.12193,0,2.0035,0,0.88681,1.0303,-0.91479,0,12.034,0,0.91127,0.77465,0.015222,0,0.77086,0,0.773,1.015,1.002,0.01
1.5005,1.3388e+07,0.81672,1.3935,-5.1487,0,0.8926,-0.039167,0,1.9533,0,0.91487,0.77884,-0.12859,0,11.298,0,0.95573,0.75123,0.013154,0,0.74688,0,0.74894,1.016,1.002,0.01
1.4588,1.3335e+07,0.83754,1.4116,-5.1315,0,0.88713,0.019674,0,1.9077,0,0.9374,0.52994,0.42364,0,10.639,0,0.97879,0.73111,0.011346,0,0.72628,0,0.72841,1.017,1.002,0.01
1.4231,1.328e+07,0.85539,1.4312,-5.1237,0,0.88055,0.06705,0,1.8667,0,0.95403,0.2941,0.86633,0,10.053,0,0.97079,0.71368,0.0097942,0,0.70856,0,0.71078,1.018,1.002,0.01
1.3924,1.3224e+07,0.87075,1.4516,-5.1247,0,0.87197,0.10337,0,1.8307,0,0.96644,0.0591,1.2037,0,9.5415,0,0.94434,0.69854,0.0085034,0,0.69332,0,0.69557,1.019,1.002,0.01
1.3603,1.3178e+07,0.88679,1.4768,-5.1353,0,0.85981,0.13546,0,1.7922,0,0.97729,-0.22132,1.5002,0,8.9993,0,0.89499,0.68258,0.0072858,0,0.67745,0,0.67966,1.02,1.002,0.01
1.3244,1.3103e+07,0.90473,1.5109,-5.1629,0,0.83835,0.16719,0,1.7515,0,0.98624,-0.61683,1.7924,0,8.4176,0,0.80737,0.66456,0.0060292,0,0.65976,0,0.66183,1.0219,1.002,0.01
1.2934,1.3006e+07,0.92022,1.547,-5.208,0,0.80982,0.19423,0,1.7214,0,0.99067,-1.0615,2.0417,0,7.9683,0,0.69833,0.64884,0.0049775,0,0.6446,0,0.64642,1.0239,1.002,0.01
1.2706,1.2923e+07,0.93165,1.5791,-5.2646,0,0.77933,0.21438,0,1.7053,0,0.99118,-1.4869,2.228,0,7.7011,0,0.59031,0.63711,0.0042224,0,0.63355,0,0.63505,1.0258,1.002,0.01
1.2541,1.2836e+07,0.93989,1.607,-5.3294,0,0.74219,0.22287,0,1.7051,0,0.98893,-1.9476,2.3023,0,7.6244,0,0.48608,0.62852,0.0036845,0,0.62569,0,0.62684,1.0277,1.002,0.01
1.243,1.2756e+07,0.94547,1.6304,-5.3994,0,0.70957,0.22333,0,1.7147,0,0.98593,-2.3362,2.2991,0,7.6718,0,0.4009,0.62261,0.0033002,0,0.62049,0,0.62129,1.0297,1.002,0.01
1.2364,1.2688e+07,0.94874,1.6497,-5.4724,0,0.68872,0.2227,0,1.7265,0,0.98342,-2.5834,2.2872,0,7.7645,0,0.34377,0.61904,0.0030191,0,0.61759,0,0.61806,1.0316,1.002,0.01
