"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
1.2795,1.1997e+07,0.92718,0.0067128,-0.00056196,0,1.0707,-0.43422,0,1.6345,0,0.99268,1.432,-4.3559,0,7.0875,0,0.65179,0.63959,-0.00070302,0,0.6405,0,0.63961,1.0761,1.091,0.01
1.2532,1.2002e+07,0.94036,0.0053302,-5.6566e-05,0,1.0501,-0.37125,0,1.5606,0,0.99982,1.0937,-3.724,0,6.2143,0,0.59198,0.62642,-0.00059086,0,0.62722,0,0.62646,1.0781,1.091,0.01
1.2338,1.2007e+07,0.95004,0.0042988,0.0003544,0,1.0343,-0.32144,0,1.5017,0,1.0043,0.83907,-3.2243,0,5.5272,0,0.54039,0.61675,-0.00050471,0,0.61746,0,0.6168,1.08,1.091,0.01
1.2219,1.201e+07,0.95599,0.0036696,0.0006199,0,1.0244,-0.28886,0,1.463,0,1.0066,0.68085,-2.8974,0,5.0796,0,0.50462,0.61081,-0.00044964,0,0.61146,0,0.61086,1.081,1.091,0.01
1.2133,1.2013e+07,0.96031,0.0032224,0.00081334,0,1.0172,-0.26422,0,1.4336,0,1.0081,0.56594,-2.6502,0,4.7419,0,0.47664,0.6065,-0.0004087,0,0.6071,0,0.60655,1.082,1.091,0.01
1.2055,1.2015e+07,0.9642,0.0028307,0.00098598,0,1.0107,-0.24124,0,1.4061,0,1.0093,0.46288,-2.4197,0,4.4275,0,0.44983,0.60263,-0.00037082,0,0.60319,0,0.60268,1.083,1.091,0.01
1.1985,1.2017e+07,0.96768,0.0024903,0.0011391,0,1.005,-0.21988,0,1.3805,0,1.0102,0.37085,-2.2053,0,4.1357,0,0.4243,0.59915,-0.00033579,0,0.59967,0,0.5992,1.084,1.091,0.01
1.1923,1.2019e+07,0.9708,0.0021971,0.0012737,0,0.99992,-0.20008,0,1.3567,0,1.0109,0.28899,-2.0068,0,3.866,0,0.40014,0.59603,-0.00030352,0,0.59652,0,0.59609,1.085,1.091,0.01
1.1867,1.2021e+07,0.9736,0.0019468,0.0013896,0,0.99544,-0.18182,0,1.3347,0,1.0114,0.2164,-1.8236,0,3.6176,0,0.37741,0.59325,-0.00027397,0,0.5937,0,0.5933,1.086,1.091,0.01
1.1817,1.2023e+07,0.97608,0.0017353,0.0014844,0,0.99149,-0.16506,0,1.3145,0,1.0118,0.15216,-1.6554,0,3.39,0,0.35617,0.59077,-0.00024716,0,0.59119,0,0.59082,1.087,1.091,0.01
1.1773,1.2024e+07,0.97829,0.001558,0.0015533,0,0.98801,-0.14974,0,1.296,0,1.012,0.095326,-1.5018,0,3.1828,0,0.33645,0.58856,-0.00022316,0,0.58896,0,0.58861,1.088,1.091,0.01
1.1734,1.2025e+07,0.98025,0.0014099,0.001588,0,0.98492,-0.13583,0,1.2793,0,1.0121,0.044996,-1.3623,0,2.9955,0,0.31827,0.58661,-0.00020205,0,0.58698,0,0.58666,1.089,1.091,0.01
1.17,1.2026e+07,0.98197,0.0012848,0.0015779,0,0.98217,-0.12327,0,1.2642,0,1.0122,0.00033152,-1.2362,0,2.8277,0,0.30166,0.58489,-0.00018386,0,0.58525,0,0.58494,1.09,1.091,0.01
1.1669,1.2026e+07,0.98348,0.0011756,0.0015099,0,0.9797,-0.11196,0,1.2509,0,1.0122,-0.039383,-1.1229,0,2.6788,0,0.28661,0.58339,-0.00016855,0,0.58373,0,0.58344,1.091,1.091,0.01
1.1643,1.2026e+07,0.98478,0.0010739,0.0013707,0,0.97747,-0.10182,0,1.2391,0,1.0121,-0.074683,-1.0213,0,2.5482,0,0.27316,0.58209,-0.00015589,0,0.58241,0,0.58214,1.092,1.091,0.01
1.1621,1.2026e+07,0.9859,0.00097053,0.00115,0,0.97547,-0.092748,0,1.2289,0,1.0121,-0.10586,-0.93032,0,2.435,0,0.2613,0.58096,-0.00014533,0,0.58128,0,0.58102,1.093,1.091,0.01
1.1602,1.2025e+07,0.98686,0.00085616,0.00084629,0,0.97372,-0.084615,0,1.2202,0,1.012,-0.13295,-0.84881,0,2.3382,0,0.25105,0.58001,-0.00013592,0,0.58032,0,0.58007,1.094,1.091,0.01
1.1586,1.2025e+07,0.98765,0.00072311,0.00047343,0,0.97224,-0.077322,0,1.2129,0,1.0119,-0.15571,-0.77569,0,2.2568,0,0.24242,0.57922,-0.00012621,0,0.57953,0,0.57928,1.095,1.091,0.01
1.1573,1.2024e+07,0.98829,0.00056791,6.9674e-05,0,0.97109,-0.070814,0,1.2068,0,1.0119,-0.17371,-0.71038,0,2.1894,0,0.2354,0.57857,-0.00011427,0,0.57888,0,0.57864,1.096,1.091,0.01
1.1563,1.2023e+07,0.98879,0.00039435,-0.00029473,0,0.97031,-0.065129,0,1.2019,0,1.0118,-0.1865,-0.65321,0,2.1353,0,0.22999,0.57807,-9.7976e-05,0,0.57838,0,0.57814,1.097,1.091,0.01
1.1556,1.2021e+07,0.98914,0.00021725,-0.00051485,0,0.96991,-0.06046,0,1.1982,0,1.0118,-0.19396,-0.60607,0,2.0943,0,0.22618,0.57772,-7.5672e-05,0,0.57802,0,0.57779,1.098,1.091,0.01
1.1552,1.2021e+07,0.98936,7.113e-05,-0.00045951,0,0.96984,-0.057205,0,1.1957,0,1.0118,-0.19678,-0.57297,0,2.0673,0,0.22393,0.57751,-4.8023e-05,0,0.57779,0,0.57757,1.099,1.091,0.01
1.155,1.2021e+07,0.98944,0,0,0,0.96986,-0.055995,0,1.1948,0,1.0118,-0.1972,-0.56058,0,2.0575,0,0.22319,0.57744,-3.3175e-05,0,0.57771,0,0.57749,1.1,1.091,0.01
2.5615,1.3178e+07,0.28618,5.9493,0.12166,0,2.7807,-0.4619,0,0.20623,0,0.28672,26.46,-5.7392,0,-0.86788,0,0.035656,1.3566,-0.056027,0,1.2773,0,1.2823,1.001,1.092,0.01
2.5577,1.3129e+07,0.2881,5.9555,0.10978,0,2.7783,-0.46888,0,0.21037,0,0.28867,26.318,-5.7868,0,-0.82752,0,0.032418,1.3498,-0.05492,0,1.2763,0,1.2802,1.002,1.092,0.01
2.5536,1.3079e+07,0.29016,5.9583,0.095954,0,2.7748,-0.47694,0,0.21508,0,0.29063,26.155,-5.8433,0,-0.78122,0,0.027344,1.3423,-0.053716,0,1.2753,0,1.2779,1.003,1.092,0.01
2.5492,1.3028e+07,0.29235,5.9574,0.079994,0,2.7696,-0.48664,0,0.2208,0,0.29282,25.967,-5.915,0,-0.7237,0,0.023249,1.3344,-0.052455,0,1.2742,0,1.2755,1.004,1.092,0.01
2.5446,1.2976e+07,0.29466,5.9524,0.061725,0,2.7628,-0.497,0,0.22698,0,0.2949,25.755,-5.992,0,-0.6609,0,0.016335,1.326,-0.051118,0,1.2731,0,1.273,1.005,1.092,0.01
2.5397,1.2923e+07,0.29711,5.9429,0.040963,0,2.7538,-0.50945,0,0.23447,0,0.29721,25.51,-6.0871,0,-0.5844,0,0.0099087,1.3171,-0.04965,0,1.2719,0,1.2703,1.006,1.092,0.01
2.5346,1.287e+07,0.29965,5.9284,0.017529,0,2.7435,-0.52182,0,0.24211,0,0.29927,25.245,-6.1802,0,-0.50541,0,-0.00035583,1.3077,-0.048122,0,1.2708,0,1.2675,1.007,1.092,0.01
2.5293,1.2816e+07,0.3023,5.9087,-0.00875,0,2.7301,-0.53674,0,0.25148,0,0.30157,24.942,-6.2969,0,-0.40803,0,-0.0096473,1.2979,-0.046496,0,1.2697,0,1.2645,1.008,1.092,0.01
2.5239,1.2762e+07,0.30501,5.8832,-0.038038,0,2.7139,-0.55342,0,0.26225,0,0.30392,24.607,-6.4297,0,-0.29522,0,-0.019139,1.2879,-0.0448,0,1.2686,0,1.2615,1.009,1.092,0.01
2.5184,1.2708e+07,0.30776,5.8516,-0.070485,0,2.6946,-0.5716,0,0.27442,0,0.30626,24.237,-6.5763,0,-0.1669,0,-0.02939,1.2777,-0.043037,0,1.2675,0,1.2585,1.01,1.092,0.01
2.5128,1.2654e+07,0.31052,5.8134,-0.10622,0,2.6718,-0.59147,0,0.28822,0,0.30857,23.831,-6.7385,0,-0.020471,0,-0.04012,1.2674,-0.04121,0,1.2666,0,1.2554,1.011,1.092,0.01
2.5074,1.26e+07,0.31325,5.7682,-0.14533,0,2.6451,-0.61299,0,0.30384,0,0.3108,23.387,-6.9161,0,0.14616,0,-0.051357,1.2572,-0.039337,0,1.2657,0,1.2524,1.012,1.092,0.01
2.5021,1.2547e+07,0.3159,5.7157,-0.18788,0,2.6142,-0.63609,0,0.32143,0,0.31289,22.904,-7.1092,0,0.33489,0,-0.063023,1.2472,-0.037437,0,1.265,0,1.2494,1.013,1.092,0.01
2.4971,1.2495e+07,0.3184,5.6554,-0.23384,0,2.5786,-0.66068,0,0.34122,0,0.31479,22.382,-7.317,0,0.54835,0,-0.075115,1.2376,-0.035536,0,1.2646,0,1.2466,1.014,1.092,0.01
2.4925,1.2443e+07,0.3207,5.5872,-0.28313,0,2.538,-0.68658,0,0.36332,0,0.31641,21.818,-7.5386,0,0.78815,0,-0.087546,1.2286,-0.033665,0,1.2643,0,1.244,1.015,1.092,0.01
2.4885,1.2393e+07,0.32272,5.5106,-0.33554,0,2.492,-0.71357,0,0.38798,0,0.31767,21.214,-7.7723,0,1.0577,0,-0.10017,1.2204,-0.031858,0,1.2645,0,1.2417,1.016,1.092,0.01
2.4851,1.2344e+07,0.32438,5.4256,-0.39077,0,2.4405,-0.7413,0,0.4152,0,0.31851,20.571,-8.0158,0,1.3567,0,-0.11314,1.2131,-0.030169,0,1.265,0,1.2398,1.017,1.092,0.01
2.4828,1.2297e+07,0.32556,5.3319,-0.44835,0,2.3832,-0.76941,0,0.44523,0,0.3188,19.886,-8.2652,0,1.6919,0,-0.126,1.2069,-0.028582,0,1.2661,0,1.2385,1.018,1.092,0.01
2.4815,1.2255e+07,0.32619,5.2295,-0.50761,0,2.3203,-0.79737,0,0.47781,0,0.31851,19.167,-8.5178,0,2.0553,0,-0.13972,1.2021,-0.027235,0,1.2677,0,1.2376,1.019,1.092,0.01
2.4814,1.219e+07,0.32623,5.092,-0.58147,0,2.2351,-0.8308,0,0.52177,0,0.31717,18.241,-8.8251,0,2.5607,0,-0.14943,1.1984,-0.025888,0,1.271,0,1.2378,1.02,1.092,0.01
2.4855,1.2115e+07,0.32418,4.8795,-0.6828,0,2.104,-0.87329,0,0.58819,0,0.3135,16.876,-9.2307,0,3.3224,0,-0.17274,1.1967,-0.02492,0,1.2769,0,1.2395,1.0219,1.092,0.01
2.4949,1.205e+07,0.31949,4.6103,-0.79344,0,1.939,-0.91412,0,0.67148,0,0.30626,15.256,-9.6526,0,4.3066,0,-0.19542,1.2005,-0.025605,0,1.2868,0,1.2443,1.0239,1.092,0.01
2.5109,1.1994e+07,0.31151,4.3131,-0.89566,0,1.7615,-0.94448,0,0.76063,0,0.2956,13.598,-10.011,0,5.4212,0,-0.206,1.2104,-0.028325,0,1.302,0,1.2531,1.0258,1.092,0.01
2.5357,1.1955e+07,0.29911,3.991,-0.9846,0,1.5769,-0.96208,0,0.85296,0,0.28148,11.935,-10.283,0,6.6305,0,-0.21605,1.2257,-0.033148,0,1.3225,0,1.2658,1.0277,1.092,0.01
2.5678,1.193e+07,0.28306,3.648,-1.0548,0,1.3929,-0.9655,0,0.94358,0,0.26422,10.333,-10.445,0,7.8986,0,-0.21339,1.2457,-0.039532,0,1.3486,0,1.2826,1.0297,1.092,0.01
2.6064,1.1921e+07,0.26372,3.2895,-1.1006,0,1.2175,-0.95467,0,1.0263,0,0.24467,8.8458,-10.48,0,9.1492,0,-0.20179,1.2687,-0.046689,0,1.3794,0,1.3027,1.0316,1.092,0.01
2.6498,1.1928e+07,0.24206,2.9218,-1.1175,0,1.0572,-0.93126,0,1.0961,0,0.22377,7.5204,-10.384,0,10.305,0,-0.18244,1.2934,-0.05362,0,1.4131,0,1.3249,1.0335,1.092,0.01
2.6942,1.1947e+07,0.21983,2.5525,-1.1027,0,0.91875,-0.89824,0,1.1464,0,0.20313,6.4021,-10.162,0,11.249,0,-0.15834,1.3178,-0.059026,0,1.4463,0,1.3476,1.0355,1.092,0.01
2.7355,1.1977e+07,0.19922,2.1894,-1.0556,0,0.80331,-0.85903,0,1.1774,0,0.18414,5.4828,-9.8262,0,11.923,0,-0.13759,1.3398,-0.061829,0,1.4749,0,1.3684,1.0374,1.092,0.01
2.7665,1.2011e+07,0.1837,1.8405,-0.97829,0,0.71919,-0.82225,0,1.1918,0,0.16997,4.8136,-9.4388,0,12.264,0,-0.12496,1.3562,-0.060844,0,1.4924,0,1.3839,1.0394,1.092,0.01
2.7796,1.2038e+07,0.17713,1.5128,-0.87547,0,0.67891,-0.80341,0,1.2017,0,0.16434,4.493,-9.1559,0,12.326,0,-0.12014,1.3636,-0.05612,0,1.4939,0,1.3902,1.0413,1.092,0.01
2.773,1.2058e+07,0.18045,1.2125,-0.75399,0,0.67298,-0.81041,0,1.235,0,0.16719,4.4324,-9.0957,0,12.44,0,-0.12904,1.3619,-0.049612,0,1.4812,0,1.3867,1.0432,1.092,0.01
2.7424,1.2067e+07,0.19572,0.94438,-0.62233,0,0.70434,-0.85395,0,1.3142,0,0.18064,4.647,-9.3897,0,12.848,0,-0.15119,1.3493,-0.042542,0,1.4544,0,1.3712,1.0452,1.092,0.01
2.6789,1.2058e+07,0.2275,0.71171,-0.48978,0,0.78836,-0.94805,0,1.4581,0,0.21119,5.2454,-10.19,0,13.709,0,-0.16556,1.3213,-0.035493,0,1.4097,0,1.3393,1.0471,1.092,0.01
2.5826,1.2038e+07,0.27565,0.51645,-0.36536,0,0.90892,-1.0794,0,1.6667,0,0.26193,6.0558,-11.374,0,15.06,0,-0.1386,1.2775,-0.029045,0,1.3488,0,1.2912,1.049,1.092,0.01
2.4607,1.2012e+07,0.3366,0.35913,-0.25669,0,1.0357,-1.2115,0,1.9022,0,0.33158,6.7919,-12.573,0,16.556,0,-0.050282,1.2204,-0.022915,0,1.2754,0,1.2303,1.051,1.092,0.01
2.3214,1.1986e+07,0.40625,0.23852,-0.16869,0,1.142,-1.3086,0,2.1202,0,0.416,7.2199,-13.428,0,17.803,0,0.097001,1.1538,-0.017107,0,1.1939,0,1.1607,1.0529,1.092,0.01
2.1743,1.1966e+07,0.47982,0.15138,-0.10297,0,1.2132,-1.3482,0,2.2839,0,0.50806,7.2406,-13.721,0,18.496,0,0.27907,1.0825,-0.01201,0,1.1099,0,1.087,1.0548,1.092,0.01
2.0284,1.195e+07,0.55272,0.092523,-0.057987,0,1.2519,-1.328,0,2.3709,0,0.59947,6.9296,-13.439,0,18.47,0,0.46002,1.0111,-0.0080222,0,1.0287,0,1.0139,1.0568,1.092,0.01
1.8915,1.1939e+07,0.62119,0.055561,-0.029951,0,1.2679,-1.2616,0,2.3814,0,0.68315,6.427,-12.72,0,17.774,0,0.60871,0.94376,-0.00527,0,0.95442,0,0.94521,1.0587,1.092,0.01
1.7685,1.1933e+07,0.68269,0.033987,-0.014194,0,1.2678,-1.1644,0,2.3332,0,0.75684,5.8265,-11.714,0,16.604,0,0.72894,0.88302,-0.0035624,0,0.88929,0,0.88363,1.0606,1.092,0.01
1.6617,1.1932e+07,0.73612,0.022163,-0.0063227,0,1.2573,-1.052,0,2.2475,0,0.81958,5.1965,-10.571,0,15.172,0,0.82228,0.83009,-0.0025593,0,0.83383,0,0.83021,1.0626,1.092,0.01
1.5709,1.1935e+07,0.78149,0.015875,-0.002907,0,1.2392,-0.93826,0,2.1441,0,0.86976,4.5682,-9.4212,0,13.664,0,0.8717,0.78501,-0.0019666,0,0.78741,0,0.78491,1.0645,1.092,0.01
1.4949,1.1939e+07,0.81951,0.012376,-0.0016476,0,1.2157,-0.82978,0,2.0366,0,0.90867,3.9563,-8.329,0,12.198,0,0.8824,0.74715,-0.0015887,0,0.74886,0,0.74698,1.0665,1.092,0.01
1.4316,1.1945e+07,0.85116,0.010107,-0.0012145,0,1.1887,-0.72931,0,1.9321,0,0.93825,3.3712,-7.319,0,10.831,0,0.86349,0.71558,-0.00132,0,0.71693,0,0.71542,1.0684,1.092,0.01
1.3791,1.1952e+07,0.87742,0.008324,-0.00096464,0,1.1602,-0.63752,0,1.8338,0,0.96041,2.8238,-6.397,0,9.5826,0,0.82397,0.68935,-0.0011105,0,0.6905,0,0.68924,1.0703,1.092,0.01
1.3355,1.1959e+07,0.89917,0.0067533,-0.00066701,0,1.1319,-0.55429,0,1.7428,0,0.97679,2.3237,-5.5612,0,8.453,0,0.77144,0.66761,-0.00093797,0,0.66862,0,0.66754,1.0723,1.092,0.01
1.2995,1.1967e+07,0.91718,0.0053415,-0.00029261,0,1.1053,-0.47922,0,1.6594,0,0.98873,1.8777,-4.8077,0,7.4365,0,0.71179,0.64962,-0.00079229,0,0.6505,0,0.64958,1.0742,1.092,0.01
1.2698,1.1975e+07,0.93206,0.0041088,0.00011588,0,1.0812,-0.41187,0,1.5834,0,0.99729,1.4888,-4.1318,0,6.5261,0,0.64933,0.63475,-0.00066801,0,0.63553,0,0.63474,1.0761,1.092,0.01
1.2452,1.1983e+07,0.94433,0.0030802,0.00050961,0,1.0602,-0.3518,0,1.5148,0,1.0033,1.1565,-3.529,0,5.7152,0,0.58716,0.6225,-0.00056149,0,0.62317,0,0.6225,1.0781,1.092,0.01
1.2272,1.1989e+07,0.95334,0.0023477,0.00081989,0,1.0443,-0.30448,0,1.4601,0,1.007,0.90768,-3.0542,0,5.0771,0,0.5343,0.6135,-0.00047991,0,0.61409,0,0.61351,1.08,1.092,0.01
1.2161,1.1993e+07,0.95888,0.0019227,0.0010148,0,1.0344,-0.27364,0,1.4242,0,1.0088,0.7533,-2.7447,0,4.6615,0,0.49798,0.60796,-0.00042784,0,0.60851,0,0.60798,1.081,1.092,0.01
1.2081,1.1997e+07,0.9629,0.0016336,0.0011543,0,1.0272,-0.25036,0,1.3969,0,1.01,0.64112,-2.5113,0,4.3483,0,0.46971,0.60395,-0.00038911,0,0.60445,0,0.60397,1.082,1.092,0.01
1.2008,1.2e+07,0.96652,0.0013925,0.0012772,0,1.0207,-0.22871,0,1.3715,0,1.0109,0.54033,-2.294,0,4.0571,0,0.44273,0.60034,-0.0003533,0,0.6008,0,0.60036,1.083,1.092,0.01
1.1944,1.2003e+07,0.96977,0.0011951,0.0013847,0,1.0149,-0.20861,0,1.3478,0,1.0116,0.45007,-2.0924,0,3.7872,0,0.41714,0.5971,-0.00032023,0,0.59753,0,0.59712,1.084,1.092,0.01
1.1885,1.2005e+07,0.97268,0.0010374,0.001478,0,1.0098,-0.19003,0,1.3259,0,1.0121,0.36943,-1.906,0,3.5381,0,0.39298,0.59419,-0.00028977,0,0.59459,0,0.59421,1.085,1.092,0.01
1.1833,1.2008e+07,0.97528,0.00091538,0.0015566,0,1.0052,-0.17292,0,1.3056,0,1.0124,0.29751,-1.7343,0,3.3092,0,0.37033,0.5916,-0.00026189,0,0.59197,0,0.59162,1.086,1.092,0.01
1.1787,1.201e+07,0.9776,0.00082522,0.0016184,0,1.0011,-0.15724,0,1.2871,0,1.0126,0.23339,-1.577,0,3.1001,0,0.3492,0.58928,-0.00023659,0,0.58963,0,0.5893,1.087,1.092,0.01
1.1746,1.2011e+07,0.97966,0.00076271,0.0016589,0,0.9974,-0.14294,0,1.2702,0,1.0127,0.17613,-1.4336,0,2.9102,0,0.32962,0.58722,-0.0002139,0,0.58755,0,0.58725,1.088,1.092,0.01
1.1709,1.2012e+07,0.98148,0.00072297,0.0016708,0,0.99408,-0.12997,0,1.2549,0,1.0127,0.12484,-1.3034,0,2.7393,0,0.31161,0.58541,-0.00019389,0,0.58571,0,0.58543,1.089,1.092,0.01
1.1677,1.2013e+07,0.98308,0.00070005,0.0016445,0,0.99107,-0.11826,0,1.2413,0,1.0127,0.078724,-1.1861,0,2.5868,0,0.29516,0.5838,-0.00017659,0,0.58409,0,0.58383,1.09,1.092,0.01
1.1649,1.2014e+07,0.98449,0.00068671,0.001568,0,0.98831,-0.10775,0,1.2293,0,1.0126,0.037083,-1.0807,0,2.4523,0,0.2803,0.5824,-0.00016197,0,0.58268,0,0.58243,1.091,1.092,0.01
1.1625,1.2014e+07,0.9857,0.00067436,0.0014293,0,0.98576,-0.098347,0,1.2188,0,1.0124,-0.00057395,-0.9864,0,2.3351,0,0.26701,0.58119,-0.00014984,0,0.58145,0,0.58122,1.092,1.092,0.01
1.1604,1.2014e+07,0.98675,0.00065341,0.0012186,0,0.98341,-0.089949,0,1.2098,0,1.0123,-0.034487,-0.90222,0,2.2344,0,0.25531,0.58014,-0.00013973,0,0.5804,0,0.58018,1.093,1.092,0.01
1.1586,1.2013e+07,0.98763,0.0006141,0.00093357,0,0.98129,-0.08245,0,1.2022,0,1.0122,-0.064606,-0.82706,0,2.1492,0,0.24519,0.57925,-0.00013084,0,0.57952,0,0.57929,1.094,1.092,0.01
1.1572,1.2013e+07,0.98837,0.00054806,0.00058544,0,0.97944,-0.075757,0,1.1958,0,1.0121,-0.09058,-0.75996,0,2.0783,0,0.23666,0.57851,-0.00012188,0,0.57878,0,0.57856,1.095,1.092,0.01
1.156,1.2012e+07,0.98896,0.00045098,0.00020676,0,0.97792,-0.069816,0,1.1906,0,1.012,-0.11184,-0.70034,0,2.0204,0,0.22973,0.57791,-0.00011115,0,0.57818,0,0.57797,1.096,1.092,0.01
1.155,1.2011e+07,0.98942,0.00032552,-0.00014169,0,0.97679,-0.064657,0,1.1865,0,1.0119,-0.12774,-0.64846,0,1.9744,0,0.22438,0.57745,-9.679e-05,0,0.57772,0,0.57751,1.097,1.092,0.01
1.1544,1.201e+07,0.98975,0.00018505,-0.00036846,0,0.97611,-0.060443,0,1.1834,0,1.0118,-0.13789,-0.60593,0,1.9398,0,0.2206,0.57712,-7.7312e-05,0,0.57739,0,0.57718,1.098,1.092,0.01
1.154,1.2009e+07,0.98996,6.2866e-05,-0.0003588,0,0.97582,-0.05752,0,1.1813,0,1.0118,-0.14266,-0.57622,0,1.9172,0,0.21836,0.57692,-5.3272e-05,0,0.57718,0,0.57698,1.099,1.092,0.01
1.1538,1.201e+07,0.99002,0,0,0,0.97577,-0.056437,0,1.1806,0,1.0118,-0.14381,-0.56514,0,1.909,0,0.21762,0.57686,-4.0381e-05,0,0.57711,0,0.57691,1.1,1.092,0.01
2.6769,1.3175e+07,0.2285,5.6269,0.11097,0,2.4391,-0.39061,0,0.161,0,0.21896,24.101,-5.4303,0,-0.77814,0,-0.063867,1.4383,-0.076229,0,1.3333,0,1.34,1.001,1.093,0.01
2.6741,1.3123e+07,0.22987,5.6387,0.10209,0,2.439,-0.39558,0,0.16364,0,0.22026,24.006,-5.4632,0,-0.74855,0,-0.06675,1.4329,-0.075388,0,1.3328,0,1.3385,1.002,1.093,0.01
2.6711,1.3071e+07,0.23138,5.6476,0.091604,0,2.4381,-0.40211,0,0.16712,0,0.2218,23.889,-5.5095,0,-0.71004,0,-0.069001,1.4267,-0.074437,0,1.3322,0,1.3369,1.003,1.093,0.01
2.6679,1.3018e+07,0.233,5.6532,0.079361,0,2.4363,-0.40965,0,0.17112,0,0.22343,23.758,-5.5655,0,-0.66452,0,-0.071332,1.4203,-0.073467,0,1.3317,0,1.3352,1.004,1.093,0.01
2.6644,1.2963e+07,0.23474,5.6551,0.065205,0,2.4336,-0.41747,0,0.17532,0,0.22496,23.607,-5.6227,0,-0.61616,0,-0.076445,1.4132,-0.072419,0,1.3311,0,1.3333,1.005,1.093,0.01
2.6606,1.2908e+07,0.23663,5.6529,0.048968,0,2.4291,-0.42788,0,0.18095,0,0.22686,23.425,-5.7025,0,-0.55259,0,-0.079617,1.4054,-0.071207,0,1.3305,0,1.3312,1.006,1.093,0.01
2.6567,1.2852e+07,0.23862,5.6462,0.030485,0,2.4244,-0.43729,0,0.18609,0,0.22845,23.235,-5.7725,0,-0.49205,0,-0.087148,1.3973,-0.07,0,1.33,0,1.3291,1.007,1.093,0.01
2.6524,1.2795e+07,0.24072,5.6346,0.009596,0,2.4172,-0.44898,0,0.19267,0,0.23027,23.009,-5.8625,0,-0.41603,0,-0.094165,1.3885,-0.068658,0,1.3294,0,1.3267,1.008,1.093,0.01
2.648,1.2737e+07,0.24294,5.6175,-0.013853,0,2.4079,-0.46274,0,0.20057,0,0.23228,22.752,-5.9709,0,-0.32513,0,-0.10044,1.3792,-0.067195,0,1.3289,0,1.3243,1.009,1.093,0.01
2.6434,1.2678e+07,0.24524,5.5945,-0.040006,0,2.397,-0.47656,0,0.2088,0,0.23413,22.474,-6.0787,0,-0.22902,0,-0.10946,1.3696,-0.065679,0,1.3285,0,1.3218,1.01,1.093,0.01
2.6387,1.262e+07,0.24762,5.5651,-0.068992,0,2.3829,-0.49286,0,0.2188,0,0.23616,22.157,-6.2093,0,-0.11337,0,-0.11764,1.3596,-0.064058,0,1.3281,0,1.3192,1.011,1.093,0.01
2.6338,1.2561e+07,0.25003,5.5289,-0.10092,0,2.366,-0.51056,0,0.2301,0,0.23817,21.808,-6.3527,0,0.017731,0,-0.1265,1.3494,-0.062378,0,1.3278,0,1.3165,1.012,1.093,0.01
2.629,1.2503e+07,0.25246,5.4853,-0.13586,0,2.3456,-0.52977,0,0.24291,0,0.24015,21.423,-6.5099,0,0.16638,0,-0.13582,1.3391,-0.060633,0,1.3276,0,1.3138,1.013,1.093,0.01
2.6242,1.2445e+07,0.25486,5.434,-0.17382,0,2.3216,-0.55045,0,0.25743,0,0.24206,21.002,-6.6809,0,0.33471,0,-0.14562,1.3289,-0.058839,0,1.3275,0,1.3112,1.014,1.093,0.01
2.6195,1.2389e+07,0.25718,5.3744,-0.21475,0,2.2934,-0.57249,0,0.27375,0,0.24386,20.544,-6.8647,0,0.52404,0,-0.15574,1.3189,-0.05701,0,1.3277,0,1.3086,1.015,1.093,0.01
2.6151,1.2333e+07,0.25938,5.3062,-0.25852,0,2.2607,-0.59578,0,0.29213,0,0.24548,20.046,-7.0607,0,0.73725,0,-0.16612,1.3093,-0.055172,0,1.3281,0,1.3062,1.016,1.093,0.01
2.6111,1.2278e+07,0.26139,5.2292,-0.30486,0,2.2233,-0.62005,0,0.31258,0,0.2469,19.51,-7.267,0,0.97461,0,-0.17662,1.3002,-0.053348,0,1.3287,0,1.304,1.017,1.093,0.01
2.6076,1.2225e+07,0.26315,5.1429,-0.3534,0,2.1808,-0.64508,0,0.3354,0,0.24801,18.936,-7.4818,0,1.2401,0,-0.18699,1.2918,-0.051575,0,1.3297,0,1.302,1.018,1.093,0.01
2.6047,1.2176e+07,0.26461,5.0474,-0.40356,0,2.1332,-0.67041,0,0.36038,0,0.24882,18.325,-7.7011,0,1.5304,0,-0.19748,1.2843,-0.049873,0,1.331,0,1.3004,1.019,1.093,0.01
2.6023,1.2106e+07,0.26581,4.9172,-0.4663,0,2.0672,-0.70151,0,0.39466,0,0.24919,17.523,-7.972,0,1.9342,0,-0.20883,1.2766,-0.047873,0,1.3334,0,1.299,1.02,1.093,0.01
2.6016,1.2022e+07,0.26612,4.7127,-0.55266,0,1.9633,-0.74256,0,0.44718,0,0.24869,16.339,-8.339,0,2.5555,0,-0.22274,1.2692,-0.045696,0,1.3381,0,1.2984,1.0219,1.093,0.01
2.6041,1.1948e+07,0.26492,4.4493,-0.64722,0,1.8288,-0.78476,0,0.51518,0,0.24609,14.917,-8.7383,0,3.3692,0,-0.23177,1.266,-0.04457,0,1.3454,0,1.2998,1.0239,1.093,0.01
2.6116,1.1884e+07,0.26116,4.1546,-0.7348,0,1.6804,-0.81984,0,0.59014,0,0.24118,13.433,-9.0972,0,4.2846,0,-0.24002,1.2679,-0.044973,0,1.3555,0,1.3038,1.0258,1.093,0.01
